	F07WBS_1.c3d	F07WBS_1.c3d	F07WBS_1.c3d	F07WBS_1.c3d	F07WBS_1.c3d	F07WBS_1.c3d	F07WBS_2.c3d	F07WBS_2.c3d	F07WBS_2.c3d	F07WBS_2.c3d	F07WBS_2.c3d	F07WBS_2.c3d	F07WBS_3.c3d	F07WBS_3.c3d	F07WBS_3.c3d	F07WBS_3.c3d	F07WBS_3.c3d	F07WBS_3.c3d	F07WBS_4.c3d	F07WBS_4.c3d	F07WBS_4.c3d	F07WBS_4.c3d	F07WBS_4.c3d	F07WBS_4.c3d
	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
72	-4.44850	-160.30809	60.95292	29.72379	7.01988	-194.72430	-2.95084	-144.27304	57.89994	30.66719	2.90665	-151.91020	-3.02112	-166.79750	60.08371	38.77068	7.39048	-203.26595	-5.25823	-144.19919	60.41071	-31.57510	0.09446	-183.51685
73	-5.95920	-151.89882	60.99170	-1.17138	5.20577	-178.66606	-4.35450	-139.10701	57.95197	0.30697	1.40046	-150.87004	-4.63616	-156.30617	60.27243	3.37789	5.33603	-203.09035	-6.71934	-136.90627	59.62361	-67.75295	-1.71807	-166.79674
74	-7.38870	-143.33232	60.66937	-32.23206	3.56917	-160.75566	-5.70831	-133.88898	57.63094	-29.66308	-0.08140	-146.56548	-6.14828	-146.02245	60.00078	-32.17523	3.32457	-197.48000	-8.10603	-129.76939	58.47771	-103.71679	-3.35070	-149.57716
75	-8.73746	-134.42274	60.01170	-63.33630	2.10468	-144.64578	-7.00809	-128.32179	56.96814	-59.29116	-1.50616	-139.81902	-7.55803	-135.91150	59.29083	-67.54567	1.39173	-187.50983	-9.41839	-122.16148	57.00586	-139.12932	-4.80111	-131.92621
76	-10.00308	-125.09312	59.04438	-94.26617	0.77963	-132.61473	-8.24976	-122.33813	55.99860	-88.60558	-2.85432	-131.98174	-8.86731	-126.03254	58.17321	-102.48984	-0.42244	-174.16730	-10.65160	-114.03687	55.23664	-173.03758	-6.06866	-113.64854
77	-11.18209	-115.52490	57.79218	-124.63454	-0.45112	-124.85612	-9.42982	-115.97330	54.75763	-117.56553	-4.11798	-123.38242	-10.07918	-116.47454	56.68508	-136.76532	-2.08381	-158.62009	-11.80340	-105.79314	53.20032	-204.09377	-7.15213	-95.06479
78	-12.27297	-106.08379	56.27928	-153.89510	-1.62525	-119.72810	-10.54607	-109.37291	53.27546	-146.01976	-5.28829	-113.42003	-11.19789	-107.34020	54.86875	-169.95123	-3.57337	-141.98993	-12.87548	-97.67641	50.93015	-231.03194	-8.05501	-77.20605
79	-13.27748	-97.08846	54.52883	-181.57803	-2.75856	-114.90734	-11.59837	-102.72830	51.57444	-173.66878	-6.35065	-101.60082	-12.22939	-98.75961	52.76933	-201.41484	-4.88789	-125.08498	-13.86973	-89.55323	48.46098	-253.01558	-8.78871	-61.25397
80	-14.19948	-88.62582	52.56117	-207.49535	-3.84479	-108.66982	-12.58814	-96.12907	49.67012	-200.05186	-7.28946	-88.16086	-13.18178	-90.83377	50.43180	-230.39922	-6.03526	-108.41894	-14.78473	-81.04683	45.82719	-269.78491	-9.37241	-48.22643
81	-15.04240	-80.58644	50.39310	-231.56752	-4.86566	-100.35986	-13.51641	-89.42979	47.57453	-224.56268	-8.09418	-73.86254	-14.06391	-83.52075	47.89700	-256.12781	-7.02818	-92.39001	-15.61434	-71.68882	43.06045	-281.64120	-9.83546	-38.73074
82	-15.80862	-72.77669	48.04047	-253.50459	-5.80001	-90.19268	-14.38090	-82.28347	45.29872	-246.55266	-8.76065	-59.44564	-14.88292	-76.47006	45.20040	-278.03671	-7.87999	-77.28883	-16.34694	-61.12296	40.18934	-289.23038	-10.21296	-32.21927
83	-16.49931	-64.96034	45.52058	-272.81583	-6.63054	-78.92119	-15.17491	-74.32915	42.85392	-265.51559	-9.28850	-45.30644	-15.63943	-69.06547	42.37049	-295.95642	-8.60065	-63.09036	-16.96792	-49.40445	37.24199	-293.20410	-10.52883	-26.89943
84	-17.11385	-56.92410	42.85233	-289.12906	-7.34824	-67.34743	-15.88853	-65.35345	40.25255	-281.18567	-9.67859	-31.72530	-16.32658	-60.83718	39.42828	-309.96506	-9.19347	-49.53030	-17.46534	-37.16886	34.24855	-293.98169	-10.78445	-20.81840
85	-17.64990	-48.57551	40.05455	-302.42804	-7.95117	-55.86919	-16.51123	-55.41215	37.51056	-293.48822	-9.93624	-19.32770	-16.93451	-51.78694	36.39024	-320.22464	-9.65699	-36.46048	-17.83632	-25.49357	31.24272	-291.58539	-10.96249	-12.66570
86	-18.10449	-40.05654	37.14528	-312.85175	-8.44027	-44.53381	-17.03505	-44.88102	34.64959	-302.46771	-10.07705	-8.93595	-17.45595	-42.28794	33.27219	-327.01620	-9.99036	-23.71377	-18.09084	-15.53905	28.26395	-285.61108	-11.03555	-1.91431
87	-18.47713	-31.84224	34.14488	-320.20807	-8.81777	-33.45644	-17.45734	-34.25885	31.69833	-308.14740	-10.12518	-0.94555	-17.88753	-32.73593	30.09023	-330.51068	-10.19126	-10.88165	-18.25144	-8.25927	25.35833	-275.41037	-10.97742	10.75598
88	-18.77364	-24.62980	31.08206	-323.74677	-9.08901	-23.09001	-17.77949	-23.98663	28.69216	-310.14941	-10.10513	4.87333	-18.22774	-23.37266	26.86621	-330.29523	-10.25443	2.22351	-18.35000	-4.19579	22.57601	-260.41742	-10.78072	23.36315
89	-19.00717	-18.98073	27.99744	-322.38544	-9.26499	-14.06648	-18.00636	-14.60362	25.67443	-307.41788	-10.03599	9.20117	-18.47591	-14.39689	23.63558	-325.29947	-10.17718	15.04935	-18.42160	-3.30779	19.96631	-240.49774	-10.46612	33.61969
90	-19.19472	-15.04605	24.94257	-315.07693	-9.36174	-6.74142	-18.14878	-6.85995	22.69847	-298.52826	-9.92795	12.89052	-18.63431	-6.09961	20.45217	-314.21085	-9.96809	26.39605	-18.49706	-4.94322	17.57299	-216.17097	-10.07480	39.93798
91	-19.35233	-12.65441	21.97528	-301.02866	-9.39558	-1.03934	-18.22527	-1.48426	19.82744	-282.35904	-9.78327	16.38999	-18.70956	1.20827	17.38494	-296.04086	-9.65107	34.86456	-18.59689	-8.00489	15.43136	-188.57588	-9.65466	41.75071
92	-19.49330	-11.57012	19.15516	-279.81131	-9.38084	3.20596	-18.26004	1.16668	17.13091	-258.66446	-9.60417	19.34190	-18.71153	7.26071	14.51031	-270.41031	-9.26524	39.18437	-18.72822	-11.29033	13.56753	-159.14807	-9.24877	39.25801
93	-19.62878	-11.51304	16.54083	-251.52953	-9.33206	6.17389	-18.27840	1.25878	14.67812	-228.21779	-9.40082	20.76497	-18.65293	11.79529	11.90592	-237.60791	-8.86179	38.62223	-18.88646	-13.80030	11.99970	-129.30399	-8.89276	32.87764
94	-19.76638	-11.96873	14.18835	-217.07060	-9.26167	8.52921	-18.30216	-0.58163	12.53095	-192.57162	-9.19504	19.64995	-18.54958	14.62336	9.64480	-198.69830	-8.49448	33.44595	-19.05862	-14.78265	10.73814	-100.34737	-8.61876	23.35680
95	-19.90696	-12.15216	12.14898	-178.24353	-9.17100	11.70552	-18.34563	-3.38431	10.73771	-153.75107	-9.01652	15.72702	-18.41888	15.80602	7.78773	-155.67876	-8.20639	24.96251	-19.22548	-13.69536	9.78196	-73.36970	-8.45027	12.67246
96	-20.04255	-11.14738	10.46499	-137.67102	-9.04256	17.71987	-18.41275	-5.96566	9.32848	-114.07845	-8.89151	9.93022	-18.27600	15.75957	6.37389	-111.29148	-8.02024	15.18633	-19.36386	-10.34268	9.11697	-48.99949	-8.38412	4.28127
97	-20.15564	-8.13628	9.16225	-98.27224	-8.83682	28.91265	-18.49544	-7.08146	8.31101	-76.08942	-8.83014	4.33619	-18.13001	15.25793	5.41536	-68.51759	-7.93392	6.78341	-19.45133	-4.99100	8.71817	-27.33622	-8.37618	1.95521
98	-20.22137	-2.70836	8.24465	-62.39777	-8.49087	47.61720	-18.57359	-5.64083	7.66760	-42.31361	-8.81637	1.82258	-17.98039	15.20317	4.89379	-30.01928	-7.91444	3.04721	-19.47059	1.78401	8.55421	-8.15226	-8.34585	8.44908
99	-20.21298	4.94882	7.69421	-31.21107	-7.92068	75.31142	-18.61748	-0.97461	7.35524	-14.77876	-8.80215	5.50477	-17.81813	16.25349	4.76186	2.29935	-7.89492	7.30051	-19.41094	9.27958	8.59186	8.92676	-8.19114	25.10126
100	-20.10840	14.12605	7.47559	-4.82415	-7.03453	111.14815	-18.59329	6.86600	7.31113	5.65348	-8.70878	17.87510	-17.62989	18.65368	4.94933	27.47407	-7.77952	21.90670	-19.26943	16.69594	8.79998	24.31104	-7.80490	51.29391
101	-19.89503	23.86240	7.54111	17.14056	-5.76360	150.26192	-18.47208	16.99924	7.46432	19.57448	-8.43872	39.95115	-17.40257	22.21022	5.37315	45.61792	-7.45862	47.26135	-19.05203	23.25162	9.15250	38.28300	-7.10214	82.86893
