	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d
	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
21	-0.18639	103.04450	17.35361	-70.17473	-9.61579	-31.41772	-0.88968	97.09571	14.47672	-82.43040	-8.12954	-23.46925	-1.31978	106.59592	18.27621	-69.32872	-10.20452	-31.25203	0.29908	87.40103	13.18274	-68.71201	-8.42412	-23.41708	-1.63062	86.56656	15.81281	-61.24538	-9.13743	-31.06580
22	1.15093	102.74122	16.48240	-67.92389	-10.00607	-31.26830	0.35057	92.02120	13.45304	-76.43927	-8.43586	-24.11200	0.06939	104.76485	17.42626	-65.86083	-10.60188	-32.01038	1.44184	82.79321	12.34334	-60.17068	-8.72531	-24.83566	-0.49398	87.66666	15.04313	-58.96077	-9.51453	-31.17793
23	2.47767	101.20941	15.63773	-65.05556	-10.40554	-31.64146	1.52722	87.62428	12.51370	-69.40027	-8.75735	-25.94069	1.41864	101.12663	16.61263	-61.79183	-11.02726	-32.93683	2.52676	78.16223	11.61162	-49.97416	-9.06829	-27.64704	0.65889	88.77203	14.28917	-56.28753	-9.91283	-32.45906
24	3.77556	98.36749	14.82163	-62.17122	-10.82015	-32.37756	2.65079	84.50797	11.66273	-62.31879	-9.10852	-28.52900	2.70365	95.89931	15.84390	-57.58476	-11.47312	-33.94154	3.55237	73.73363	11.00173	-39.38020	-9.46402	-31.10269	1.82259	89.67168	13.55340	-53.94434	-10.34089	-34.20991
25	5.02745	94.50153	14.03150	-59.63071	-11.25108	-33.35993	3.73744	82.64619	10.89656	-55.49011	-9.49538	-31.35417	3.90579	89.57329	15.12590	-53.42889	-11.93056	-35.11070	4.51770	69.51215	10.51932	-29.11540	-9.91170	-34.82467	2.99027	90.19536	12.83396	-52.26391	-10.79424	-35.88525
26	6.22126	90.05608	13.26576	-57.16658	-11.69744	-34.57009	4.79855	81.13837	10.21555	-48.48048	-9.91793	-34.26476	5.01418	82.83685	14.46640	-48.98040	-12.39387	-36.60484	5.42022	65.37280	10.17026	-19.39887	-10.40619	-38.75912	4.15270	90.04915	12.13278	-50.74906	-11.26440	-37.36990
27	7.35004	85.44736	12.53299	-54.22932	-12.15869	-35.98879	5.83129	79.03527	9.62896	-40.71770	-10.37685	-37.36284	6.02827	76.54219	13.87866	-43.73421	-12.86482	-38.59557	6.25710	61.34078	9.95884	-10.60584	-10.94188	-42.71839	5.29598	88.87289	11.46371	-48.53609	-11.74585	-38.65591
28	8.41311	81.10587	11.84861	-50.60753	-12.63450	-37.51680	6.82837	76.73071	9.14896	-32.28052	-10.87510	-40.76062	6.96005	71.59158	13.37534	-37.77027	-13.35307	-41.16340	7.03153	57.91375	9.87587	-3.39060	-11.51383	-46.34213	6.40667	86.83683	10.84587	-45.26402	-12.23565	-39.69358
29	9.41808	77.50414	11.22555	-46.42018	-13.12505	-39.06910	7.79615	75.27962	8.78184	-23.80296	-11.41720	-44.46122	7.83326	68.69289	12.95936	-31.66513	-13.87143	-44.13048	7.75831	55.84066	9.89350	1.54643	-12.11928	-49.18030	7.48021	84.51737	10.29321	-40.96590	-12.73263	-40.63634
30	10.37883	74.70263	10.67000	-41.80185	-13.63178	-40.71095	8.75050	74.80025	8.52603	-15.87997	-12.00685	-48.29938	8.67801	68.16330	12.62366	-26.07644	-14.42982	-47.02454	8.46220	55.55925	9.96816	3.66370	-12.75217	-50.65376	8.51887	82.21561	9.81556	-35.75874	-13.23979	-41.80729
